"","X","POVI","Date","HR","Tb_predict","Tb_obs"
"3850",3850,"POVI_30","2019-02-20",20,32.8,30.5
"3851",3851,"POVI_30","2019-02-20",21,31.8,29
"3852",3852,"POVI_30","2019-02-20",22,30.9,28.5
"3853",3853,"POVI_30","2019-02-20",23,29.9,27.5
"3854",3854,"POVI_30","2019-02-21",0,28.7,26.5
"3855",3855,"POVI_30","2019-02-21",1,28.2,25.5
"3856",3856,"POVI_30","2019-02-21",2,27.6,25
"3857",3857,"POVI_30","2019-02-21",3,26.7,24
"3858",3858,"POVI_30","2019-02-21",4,26.1,23.5
"3859",3859,"POVI_30","2019-02-21",5,25.4,23
"3860",3860,"POVI_30","2019-02-21",6,26.7,22.5
"3861",3861,"POVI_30","2019-02-21",7,29.4,26.5
"3862",3862,"POVI_30","2019-02-21",8,31.4,29.5
"3863",3863,"POVI_30","2019-02-21",9,31.4,29
"3864",3864,"POVI_30","2019-02-21",10,32.7,30
"3865",3865,"POVI_30","2019-02-21",11,34.4,30.5
"3866",3866,"POVI_30","2019-02-21",12,35.8,32
"3867",3867,"POVI_30","2019-02-21",13,36.7,33
"3868",3868,"POVI_30","2019-02-21",14,37.8,34
"3869",3869,"POVI_30","2019-02-21",15,38.3,35
"3870",3870,"POVI_30","2019-02-21",16,38.3,35.5
"3871",3871,"POVI_30","2019-02-21",17,37.9,35
"3872",3872,"POVI_30","2019-02-21",18,36.3,34
"3873",3873,"POVI_30","2019-02-21",19,35.2,32.5
"3874",3874,"POVI_30","2019-02-21",20,34,31.5
"3875",3875,"POVI_30","2019-02-21",21,32.8,30
"3876",3876,"POVI_30","2019-02-21",22,31.9,29.5
"3877",3877,"POVI_30","2019-02-21",23,31.3,28.5
"3878",3878,"POVI_30","2019-02-22",0,31.2,28
"3879",3879,"POVI_30","2019-02-22",1,30.5,28
"3880",3880,"POVI_30","2019-02-22",2,30,27.5
"3881",3881,"POVI_30","2019-02-22",3,29.8,27
"3882",3882,"POVI_30","2019-02-22",4,29.3,26.5
"3883",3883,"POVI_30","2019-02-22",5,28.7,26
"3884",3884,"POVI_30","2019-02-22",6,30.7,26.5
"3885",3885,"POVI_30","2019-02-22",7,35,31
"3886",3886,"POVI_30","2019-02-22",8,34.2,32
"3887",3887,"POVI_30","2019-02-22",9,35.8,31.5
"3888",3888,"POVI_30","2019-02-22",10,36.4,33
"3889",3889,"POVI_30","2019-02-22",11,37.8,33.5
"3890",3890,"POVI_30","2019-02-22",12,37.5,34.5
"3891",3891,"POVI_30","2019-02-22",13,37.9,35
"3892",3892,"POVI_30","2019-02-22",14,40.8,37
"3893",3893,"POVI_30","2019-02-22",15,40.1,38.5
"3894",3894,"POVI_30","2019-02-22",16,39.6,37
"3895",3895,"POVI_30","2019-02-22",17,38.4,37.5
"3896",3896,"POVI_30","2019-02-22",18,36.2,36
"3897",3897,"POVI_30","2019-02-22",19,34.4,32.5
"3898",3898,"POVI_30","2019-02-22",20,33.5,30.5
"3899",3899,"POVI_30","2019-02-22",21,32.1,29.5
"3900",3900,"POVI_30","2019-02-22",22,31.2,28.5
"3901",3901,"POVI_30","2019-02-22",23,31.2,28
"3902",3902,"POVI_30","2019-02-23",0,30.2,27.5
"3903",3903,"POVI_30","2019-02-23",1,28.9,26.5
"3904",3904,"POVI_30","2019-02-23",2,28,25
"3905",3905,"POVI_30","2019-02-23",3,27,24.5
"3906",3906,"POVI_30","2019-02-23",4,25.9,23.5
"3907",3907,"POVI_30","2019-02-23",5,24.7,22.5
"3908",3908,"POVI_30","2019-02-23",6,29,21.5
"3909",3909,"POVI_30","2019-02-23",7,34.4,27.5
"3910",3910,"POVI_30","2019-02-23",8,33.6,31
"3911",3911,"POVI_30","2019-02-23",9,33.8,32
"3912",3912,"POVI_30","2019-02-23",10,34.5,31
"3913",3913,"POVI_30","2019-02-23",11,34.9,31.5
"3914",3914,"POVI_30","2019-02-23",12,35.8,32.5
"3915",3915,"POVI_30","2019-02-23",13,37.2,33.5
"3916",3916,"POVI_30","2019-02-23",14,37.5,34
"3917",3917,"POVI_30","2019-02-23",15,38.4,34.5
"3918",3918,"POVI_30","2019-02-23",16,38.4,37
"3919",3919,"POVI_30","2019-02-23",17,36.7,35
"3920",3920,"POVI_30","2019-02-23",18,34.8,32.5
"3921",3921,"POVI_30","2019-02-23",19,32.3,30.5
"3922",3922,"POVI_30","2019-02-23",20,30.5,29
"3923",3923,"POVI_30","2019-02-23",21,29.8,27.5
"3924",3924,"POVI_30","2019-02-23",22,28.2,26.5
"3925",3925,"POVI_30","2019-02-23",23,26.3,25
"3926",3926,"POVI_30","2019-02-24",0,26.2,23.5
"3927",3927,"POVI_30","2019-02-24",1,27.4,24.5
"3928",3928,"POVI_30","2019-02-24",2,27.3,25
"3929",3929,"POVI_30","2019-02-24",3,26.8,24.5
"3930",3930,"POVI_30","2019-02-24",4,26.1,24
"3931",3931,"POVI_30","2019-02-24",5,25.1,23
"3932",3932,"POVI_30","2019-02-24",6,26.7,23.5
"3933",3933,"POVI_30","2019-02-24",7,29.9,28
"3934",3934,"POVI_30","2019-02-24",8,33.1,30.5
"3935",3935,"POVI_30","2019-02-24",9,35.6,33
"3936",3936,"POVI_30","2019-02-24",10,37,32.5
"3937",3937,"POVI_30","2019-02-24",11,37.1,34.5
"3938",3938,"POVI_30","2019-02-24",12,37,34
"3939",3939,"POVI_30","2019-02-24",13,37.8,34.5
"3940",3940,"POVI_30","2019-02-24",14,39.5,37
"3941",3941,"POVI_30","2019-02-24",15,38.5,37
"3942",3942,"POVI_30","2019-02-24",16,39.8,37.5
"3943",3943,"POVI_30","2019-02-24",17,36.6,35
"3944",3944,"POVI_30","2019-02-24",18,34.9,33
"3945",3945,"POVI_30","2019-02-24",19,33.3,31.5
"3946",3946,"POVI_30","2019-02-24",20,32.2,30
"3947",3947,"POVI_30","2019-02-24",21,30.7,29
"3948",3948,"POVI_30","2019-02-24",22,29.3,27.5
"3949",3949,"POVI_30","2019-02-24",23,28.9,26.5
"3950",3950,"POVI_30","2019-02-25",0,27.8,26
"3951",3951,"POVI_30","2019-02-25",1,27.5,25
"3952",3952,"POVI_30","2019-02-25",2,26.6,24.5
"3953",3953,"POVI_30","2019-02-25",3,26.6,24
"3954",3954,"POVI_30","2019-02-25",4,26,23.5
"3955",3955,"POVI_30","2019-02-25",5,24.5,23
"3956",3956,"POVI_30","2019-02-25",6,29.7,22.5
"3957",3957,"POVI_30","2019-02-25",7,33.1,29.5
"3958",3958,"POVI_30","2019-02-25",8,33.7,29.5
"3959",3959,"POVI_30","2019-02-25",9,34,31
"3960",3960,"POVI_30","2019-02-25",10,37.1,32.5
"3961",3961,"POVI_30","2019-02-25",11,39.7,34
"3962",3962,"POVI_30","2019-02-25",12,40.4,36
"3963",3963,"POVI_30","2019-02-25",13,41,37
"3964",3964,"POVI_30","2019-02-25",14,40.1,37.5
"3965",3965,"POVI_30","2019-02-25",15,39.5,37
"3966",3966,"POVI_30","2019-02-25",16,39,36.5
"3967",3967,"POVI_30","2019-02-25",17,37.1,35.5
"3968",3968,"POVI_30","2019-02-25",18,34.6,34
"3969",3969,"POVI_30","2019-02-25",19,32,31
"3970",3970,"POVI_30","2019-02-25",20,31.7,29.5
"3971",3971,"POVI_30","2019-02-25",21,30.4,29
"3972",3972,"POVI_30","2019-02-25",22,29.5,28
"3973",3973,"POVI_30","2019-02-25",23,28.4,27
"3974",3974,"POVI_30","2019-02-26",0,27.8,26
"3975",3975,"POVI_30","2019-02-26",1,26.6,25.5
"3976",3976,"POVI_30","2019-02-26",2,24.9,24
"3977",3977,"POVI_30","2019-02-26",3,22.7,22.5
"3978",3978,"POVI_30","2019-02-26",4,21.8,21
"3979",3979,"POVI_30","2019-02-26",5,21.6,20
"3980",3980,"POVI_30","2019-02-26",6,24.5,20
"3981",3981,"POVI_30","2019-02-26",7,34.4,28
"3982",3982,"POVI_30","2019-02-26",8,36.4,33
"3983",3983,"POVI_30","2019-02-26",9,37.7,33
"3984",3984,"POVI_30","2019-02-26",10,37.9,35
"3985",3985,"POVI_30","2019-02-26",11,38.3,35
"3986",3986,"POVI_30","2019-02-26",12,38.4,35
"3987",3987,"POVI_30","2019-02-26",13,39,36
"3988",3988,"POVI_30","2019-02-26",14,39.4,36
"3989",3989,"POVI_30","2019-02-26",15,40.8,36.5
"3990",3990,"POVI_30","2019-02-26",16,38.6,38.5
"3991",3991,"POVI_30","2019-02-26",17,37.1,36
"3992",3992,"POVI_30","2019-02-26",18,35.2,34.5
"3993",3993,"POVI_30","2019-02-26",19,32.7,31.5
"3994",3994,"POVI_30","2019-02-26",20,31.7,30
"3995",3995,"POVI_30","2019-02-26",21,30.6,29
"3996",3996,"POVI_30","2019-02-26",22,30.4,28.5
"3997",3997,"POVI_30","2019-02-26",23,29.2,27.5
"3998",3998,"POVI_30","2019-02-27",0,28.2,26.5
"3999",3999,"POVI_30","2019-02-27",1,27.2,25.5
"4000",4000,"POVI_30","2019-02-27",2,26.7,25
"4001",4001,"POVI_30","2019-02-27",3,26.2,24.5
"4002",4002,"POVI_30","2019-02-27",4,25.6,24
"4003",4003,"POVI_30","2019-02-27",5,24.8,23
"4004",4004,"POVI_30","2019-02-27",6,26,22.5
"4005",4005,"POVI_30","2019-02-27",7,27.8,23.5
"4006",4006,"POVI_30","2019-02-27",8,34.4,29
"4007",4007,"POVI_30","2019-02-27",9,40.5,35.5
"4008",4008,"POVI_30","2019-02-27",10,40.6,37.5
"4009",4009,"POVI_30","2019-02-27",11,39,38
"4010",4010,"POVI_30","2019-02-27",12,39.2,35.5
"4011",4011,"POVI_30","2019-02-27",13,39.9,35.5
"4012",4012,"POVI_30","2019-02-27",14,39.1,35.5
"4013",4013,"POVI_30","2019-02-27",15,40.9,38
"4014",4014,"POVI_30","2019-02-27",16,42.2,39
"4015",4015,"POVI_30","2019-02-27",17,39.5,38.5
"4016",4016,"POVI_30","2019-02-27",18,36.1,35.5
"4017",4017,"POVI_30","2019-02-27",19,33.7,32
"4018",4018,"POVI_30","2019-02-27",20,32.1,30.5
"4019",4019,"POVI_30","2019-02-27",21,31.4,29.5
"4020",4020,"POVI_30","2019-02-27",22,31.2,29
"4021",4021,"POVI_30","2019-02-27",23,31,28.5
"4022",4022,"POVI_30","2019-02-28",0,29.7,27.5
"4023",4023,"POVI_30","2019-02-28",1,29.2,27
"4024",4024,"POVI_30","2019-02-28",2,28.5,26.5
"4025",4025,"POVI_30","2019-02-28",3,26.4,25.5
"4026",4026,"POVI_30","2019-02-28",4,24,23
"4027",4027,"POVI_30","2019-02-28",5,24.7,22.5
"4028",4028,"POVI_30","2019-02-28",6,27.4,23.5
"4029",4029,"POVI_30","2019-02-28",7,36.7,29
"4030",4030,"POVI_30","2019-02-28",8,35.6,33
"4031",4031,"POVI_30","2019-02-28",9,38,32
"4032",4032,"POVI_30","2019-02-28",10,39.7,35
"4033",4033,"POVI_30","2019-02-28",11,39,36.5
"4034",4034,"POVI_30","2019-02-28",12,39.2,36.5
"4035",4035,"POVI_30","2019-02-28",13,38.2,36
"4036",4036,"POVI_30","2019-02-28",14,39.8,35.5
"4037",4037,"POVI_30","2019-02-28",15,39.8,37
"4038",4038,"POVI_30","2019-02-28",16,41,38
"4039",4039,"POVI_30","2019-02-28",17,37.2,36.5
"4040",4040,"POVI_30","2019-02-28",18,34.6,33
"4041",4041,"POVI_30","2019-02-28",19,33.5,31.5
"4042",4042,"POVI_30","2019-02-28",20,32.9,30.5
"4043",4043,"POVI_30","2019-02-28",21,31.9,29.5
"4044",4044,"POVI_30","2019-02-28",22,31.3,29
"4045",4045,"POVI_30","2019-02-28",23,30.1,28
"4046",4046,"POVI_30","2019-03-01",0,29.3,27.5
"4047",4047,"POVI_30","2019-03-01",1,27.9,26.5
"4048",4048,"POVI_30","2019-03-01",2,27,25
"4049",4049,"POVI_30","2019-03-01",3,26.2,24.5
"4050",4050,"POVI_30","2019-03-01",4,24.8,23.5
"4051",4051,"POVI_30","2019-03-01",5,23.5,22
"4052",4052,"POVI_30","2019-03-01",6,26.1,21.5
"4053",4053,"POVI_30","2019-03-01",7,35.3,27.5
"4054",4054,"POVI_30","2019-03-01",8,35.8,33.5
"4055",4055,"POVI_30","2019-03-01",9,35.6,32.5
"4056",4056,"POVI_30","2019-03-01",10,36.7,33
"4057",4057,"POVI_30","2019-03-01",11,39.5,35
"4058",4058,"POVI_30","2019-03-01",12,37.4,34.5
"4059",4059,"POVI_30","2019-03-01",13,38.3,35.5
"4060",4060,"POVI_30","2019-03-01",14,37.8,35
"4061",4061,"POVI_30","2019-03-01",15,38.3,35.5
"4062",4062,"POVI_30","2019-03-01",16,37.3,35.5
"4063",4063,"POVI_30","2019-03-01",17,36.4,34
"4064",4064,"POVI_30","2019-03-01",18,34.7,33
"4065",4065,"POVI_30","2019-03-01",19,33.1,31
"4066",4066,"POVI_30","2019-03-01",20,32.1,30
"4067",4067,"POVI_30","2019-03-01",21,30.5,29
"4068",4068,"POVI_30","2019-03-01",22,29.1,27.5
"4069",4069,"POVI_30","2019-03-01",23,28.2,26.5
"4070",4070,"POVI_30","2019-03-02",0,27,25.5
"4071",4071,"POVI_30","2019-03-02",1,26.8,24.5
"4072",4072,"POVI_30","2019-03-02",2,27,24.5
"4073",4073,"POVI_30","2019-03-02",3,25.8,24
"4074",4074,"POVI_30","2019-03-02",4,25.6,23
"4075",4075,"POVI_30","2019-03-02",5,25.5,23
"4076",4076,"POVI_30","2019-03-02",6,27.1,23
"4077",4077,"POVI_30","2019-03-02",7,31.8,27.5
"4078",4078,"POVI_30","2019-03-02",8,34.4,29.5
"4079",4079,"POVI_30","2019-03-02",9,34.5,31
"4080",4080,"POVI_30","2019-03-02",10,36.6,32
"4081",4081,"POVI_30","2019-03-02",11,37.5,34
"4082",4082,"POVI_30","2019-03-02",12,39.7,35.5
"4083",4083,"POVI_30","2019-03-02",13,39.5,36.5
"4084",4084,"POVI_30","2019-03-02",14,39.6,38
"4085",4085,"POVI_30","2019-03-02",15,38.5,36.5
"4086",4086,"POVI_30","2019-03-02",16,38,35.5
"4087",4087,"POVI_30","2019-03-02",17,36.2,34.5
"4088",4088,"POVI_30","2019-03-02",18,34.3,32.5
"4089",4089,"POVI_30","2019-03-02",19,32.2,30.5
"4090",4090,"POVI_30","2019-03-02",20,30.8,29
"4091",4091,"POVI_30","2019-03-02",21,29.1,27.5
"4092",4092,"POVI_30","2019-03-02",22,28.6,26.5
"4093",4093,"POVI_30","2019-03-02",23,28.2,26
"4094",4094,"POVI_30","2019-03-03",0,27.7,25.5
"4095",4095,"POVI_30","2019-03-03",1,27.7,25
"4096",4096,"POVI_30","2019-03-03",2,27.2,25
"4097",4097,"POVI_30","2019-03-03",3,27.2,24.5
"4098",4098,"POVI_30","2019-03-03",4,27.2,24.5
"4099",4099,"POVI_30","2019-03-03",5,26.6,24
"4100",4100,"POVI_30","2019-03-03",6,26.9,23.5
"4101",4101,"POVI_30","2019-03-03",7,37.9,28.5
"4102",4102,"POVI_30","2019-03-03",8,36.2,33
"4103",4103,"POVI_30","2019-03-03",9,36.2,33
"4104",4104,"POVI_30","2019-03-03",10,37.6,34.5
"4105",4105,"POVI_30","2019-03-03",11,37.4,35
"4106",4106,"POVI_30","2019-03-03",12,38.5,36
"4107",4107,"POVI_30","2019-03-03",13,38,34.5
"4108",4108,"POVI_30","2019-03-03",14,38.5,35
"4109",4109,"POVI_30","2019-03-03",15,38,34.5
"4110",4110,"POVI_30","2019-03-03",16,38.4,36.5
"4111",4111,"POVI_30","2019-03-03",17,36.8,35.5
"4112",4112,"POVI_30","2019-03-03",18,34.2,33.5
"4113",4113,"POVI_30","2019-03-03",19,31.8,30
"4114",4114,"POVI_30","2019-03-03",20,30.2,29
"4115",4115,"POVI_30","2019-03-03",21,29.3,28
"4116",4116,"POVI_30","2019-03-03",22,27.5,26.5
"4117",4117,"POVI_30","2019-03-03",23,25.4,24.5
"4118",4118,"POVI_30","2019-03-04",0,23,22.5
"4119",4119,"POVI_30","2019-03-04",1,21.3,21
"4120",4120,"POVI_30","2019-03-04",2,20.6,19
"4121",4121,"POVI_30","2019-03-04",3,20,18.5
"4122",4122,"POVI_30","2019-03-04",4,22.5,19
"4123",4123,"POVI_30","2019-03-04",5,23.4,20.5
"4124",4124,"POVI_30","2019-03-04",6,23.7,20.5
"4125",4125,"POVI_30","2019-03-04",7,29,24.5
"4126",4126,"POVI_30","2019-03-04",8,34.7,31.5
"4127",4127,"POVI_30","2019-03-04",9,35.9,32
"4128",4128,"POVI_30","2019-03-04",10,36.6,33.5
"4129",4129,"POVI_30","2019-03-04",11,39.1,34
"4130",4130,"POVI_30","2019-03-04",12,37.7,34
"4131",4131,"POVI_30","2019-03-04",13,38.7,34.5
"4132",4132,"POVI_30","2019-03-04",14,38.7,35.5
"4133",4133,"POVI_30","2019-03-04",15,39.2,35.5
"4134",4134,"POVI_30","2019-03-04",16,38.7,35.5
"4135",4135,"POVI_30","2019-03-04",17,38.9,35.5
"4136",4136,"POVI_30","2019-03-04",18,36.2,34.5
"4137",4137,"POVI_30","2019-03-04",19,34.5,32.5
"4138",4138,"POVI_30","2019-03-04",20,33.3,31.5
"4139",4139,"POVI_30","2019-03-04",21,31.4,30
"4140",4140,"POVI_30","2019-03-04",22,29.7,28.5
"4141",4141,"POVI_30","2019-03-04",23,28.5,27
"4142",4142,"POVI_30","2019-03-05",0,28.3,26
"4143",4143,"POVI_30","2019-03-05",1,26.9,25.5
"4144",4144,"POVI_30","2019-03-05",2,25.7,24
"4145",4145,"POVI_30","2019-03-05",3,24.1,23
"4146",4146,"POVI_30","2019-03-05",4,23.1,22
"4147",4147,"POVI_30","2019-03-05",5,22.4,21
"4148",4148,"POVI_30","2019-03-05",6,23.8,20.5
"4149",4149,"POVI_30","2019-03-05",7,30.6,26.5
"4150",4150,"POVI_30","2019-03-05",8,33.6,30.5
"4151",4151,"POVI_30","2019-03-05",9,36.3,32
"4152",4152,"POVI_30","2019-03-05",10,37.3,33
"4153",4153,"POVI_30","2019-03-05",11,39.5,34.5
"4154",4154,"POVI_30","2019-03-05",12,38.2,36
"4155",4155,"POVI_30","2019-03-05",13,38.2,35
"4156",4156,"POVI_30","2019-03-05",14,39.1,35.5
"4157",4157,"POVI_30","2019-03-05",15,39.8,36.5
"4158",4158,"POVI_30","2019-03-05",16,40.1,37
"4159",4159,"POVI_30","2019-03-05",17,39.5,36.5
"4160",4160,"POVI_32","2019-01-21",10,41.4,38.5
"4161",4161,"POVI_32","2019-01-21",11,41.1,38.5
"4162",4162,"POVI_32","2019-01-21",12,41.1,38
"4163",4163,"POVI_32","2019-01-21",13,40.9,38
"4164",4164,"POVI_32","2019-01-21",14,41.1,38
"4165",4165,"POVI_32","2019-01-21",15,41.4,38
"4166",4166,"POVI_32","2019-01-21",16,41.4,38
"4167",4167,"POVI_32","2019-01-21",17,42.2,38
"4168",4168,"POVI_32","2019-01-21",18,41.6,40.5
"4169",4169,"POVI_32","2019-01-21",19,38,40
"4170",4170,"POVI_32","2019-01-21",20,38.4,36.5
"4171",4171,"POVI_32","2019-01-21",21,37,36
"4172",4172,"POVI_32","2019-01-21",22,36.1,35
"4173",4173,"POVI_32","2019-01-21",23,36.1,34
"4174",4174,"POVI_32","2019-01-22",0,35,34
"4175",4175,"POVI_32","2019-01-22",1,34.2,33
"4176",4176,"POVI_32","2019-01-22",2,33.6,32
"4177",4177,"POVI_32","2019-01-22",3,33,32
"4178",4178,"POVI_32","2019-01-22",4,33.5,31
"4179",4179,"POVI_32","2019-01-22",5,33.1,31.5
"4180",4180,"POVI_32","2019-01-22",6,34.8,31
"4181",4181,"POVI_32","2019-01-22",7,37.6,32.5
"4182",4182,"POVI_32","2019-01-22",8,39.9,34.5
"4183",4183,"POVI_32","2019-01-22",9,41.3,38
"4184",4184,"POVI_32","2019-01-22",10,42.2,38
"4185",4185,"POVI_32","2019-01-22",11,41.4,39
"4186",4186,"POVI_32","2019-01-22",12,41,38.5
"4187",4187,"POVI_32","2019-01-22",13,40.9,38
"4188",4188,"POVI_32","2019-01-22",14,41,38
"4189",4189,"POVI_32","2019-01-22",15,41.3,38
"4190",4190,"POVI_32","2019-01-22",16,41.4,38
"4191",4191,"POVI_32","2019-01-22",17,42.7,38.5
"4192",4192,"POVI_32","2019-01-22",18,42.6,41
"4193",4193,"POVI_32","2019-01-22",19,39.4,40
"4194",4194,"POVI_32","2019-01-22",20,37.6,37.5
"4195",4195,"POVI_32","2019-01-22",21,36.3,35.5
"4196",4196,"POVI_32","2019-01-22",22,36.3,34.5
"4197",4197,"POVI_32","2019-01-22",23,36.5,34.5
"4198",4198,"POVI_32","2019-01-23",0,35.9,34.5
"4199",4199,"POVI_32","2019-01-23",1,35,34
"4200",4200,"POVI_32","2019-01-23",2,34.9,33
"4201",4201,"POVI_32","2019-01-23",3,34.6,33
"4202",4202,"POVI_32","2019-01-23",4,34.1,32.5
"4203",4203,"POVI_32","2019-01-23",5,33.1,32
"4204",4204,"POVI_32","2019-01-23",6,34.8,31
"4205",4205,"POVI_32","2019-01-23",7,37.8,32.5
"4206",4206,"POVI_32","2019-01-23",8,41,35.5
"4207",4207,"POVI_32","2019-01-23",9,41.9,38
"4208",4208,"POVI_32","2019-01-23",10,41.4,39
"4209",4209,"POVI_32","2019-01-23",11,41.4,38.5
"4210",4210,"POVI_32","2019-01-23",12,41.4,38.5
"4211",4211,"POVI_32","2019-01-23",13,41.3,38.5
"4212",4212,"POVI_32","2019-01-23",14,41.4,38.5
"4213",4213,"POVI_32","2019-01-23",15,41.4,38.5
"4214",4214,"POVI_32","2019-01-23",16,42,38.5
"4215",4215,"POVI_32","2019-01-23",17,33.3,39
"4216",4216,"POVI_32","2019-01-23",18,33.6,29
"4217",4217,"POVI_32","2019-01-23",19,34.9,31
"4218",4218,"POVI_32","2019-01-23",20,34.1,32.5
"4219",4219,"POVI_32","2019-01-23",21,33.3,31.5
"4220",4220,"POVI_32","2019-01-23",22,32.1,31
"4221",4221,"POVI_32","2019-01-23",23,30.2,30
"4222",4222,"POVI_32","2019-01-24",0,30.3,29
"4223",4223,"POVI_32","2019-01-24",1,30.8,28.5
"4224",4224,"POVI_32","2019-01-24",2,30,29
"4225",4225,"POVI_32","2019-01-24",3,29.8,28
"4226",4226,"POVI_32","2019-01-24",4,29.6,28
"4227",4227,"POVI_32","2019-01-24",5,30.2,28
"4228",4228,"POVI_32","2019-01-24",6,34.5,28
"4229",4229,"POVI_32","2019-01-24",7,36.4,32.5
"4230",4230,"POVI_32","2019-01-24",8,38.3,34.5
"4231",4231,"POVI_32","2019-01-24",9,41.4,36.5
"4232",4232,"POVI_32","2019-01-24",10,41,39.5
"4233",4233,"POVI_32","2019-01-24",11,41,38.5
"4234",4234,"POVI_32","2019-01-24",12,41,38
"4235",4235,"POVI_32","2019-01-24",13,40.9,38
"4236",4236,"POVI_32","2019-01-24",14,40.9,38
"4237",4237,"POVI_32","2019-01-24",15,41,38
"4238",4238,"POVI_32","2019-01-24",16,41.6,38
"4239",4239,"POVI_32","2019-01-24",17,43.6,38.5
"4240",4240,"POVI_32","2019-01-24",18,42.8,41.5
"4241",4241,"POVI_32","2019-01-24",19,40.7,40.5
"4242",4242,"POVI_32","2019-01-24",20,38.9,38.5
"4243",4243,"POVI_32","2019-01-24",21,38.3,37
"4244",4244,"POVI_32","2019-01-24",22,37.3,36.5
"4245",4245,"POVI_32","2019-01-24",23,36.4,35.5
"4246",4246,"POVI_32","2019-01-25",0,35.6,34.5
"4247",4247,"POVI_32","2019-01-25",1,35.2,33.5
"4248",4248,"POVI_32","2019-01-25",2,34.1,33
"4249",4249,"POVI_32","2019-01-25",3,33.5,32
"4250",4250,"POVI_32","2019-01-25",4,32.9,31.5
"4251",4251,"POVI_32","2019-01-25",5,33.3,31
"4252",4252,"POVI_32","2019-01-25",6,38.8,31
"4253",4253,"POVI_32","2019-01-25",7,38.9,35.5
"4254",4254,"POVI_32","2019-01-25",8,39.9,37
"4255",4255,"POVI_32","2019-01-25",9,41.5,37.5
"4256",4256,"POVI_32","2019-01-25",10,42,38.5
"4257",4257,"POVI_32","2019-01-25",11,41.4,39
"4258",4258,"POVI_32","2019-01-25",12,41.9,39
"4259",4259,"POVI_32","2019-01-25",13,41.7,39
"4260",4260,"POVI_32","2019-01-25",14,42,39
"4261",4261,"POVI_32","2019-01-25",15,42,39
"4262",4262,"POVI_32","2019-01-25",16,42.1,39
"4263",4263,"POVI_32","2019-01-25",17,42.6,39
"4264",4264,"POVI_32","2019-01-25",18,43.1,40.5
"4265",4265,"POVI_32","2019-01-25",19,40.5,41
"4266",4266,"POVI_32","2019-01-25",20,38.6,39
"4267",4267,"POVI_32","2019-01-25",21,37,37
"4268",4268,"POVI_32","2019-01-25",22,37.7,35.5
"4269",4269,"POVI_32","2019-01-25",23,37.2,36
"4270",4270,"POVI_32","2019-01-26",0,36.6,35
"4271",4271,"POVI_32","2019-01-26",1,36.2,34.5
"4272",4272,"POVI_32","2019-01-26",2,35.8,34
"4273",4273,"POVI_32","2019-01-26",3,34.6,33.5
"4274",4274,"POVI_32","2019-01-26",4,34,32.5
"4275",4275,"POVI_32","2019-01-26",5,33.5,32
"4276",4276,"POVI_32","2019-01-26",6,37.5,31
"4277",4277,"POVI_32","2019-01-26",7,39.1,34
"4278",4278,"POVI_32","2019-01-26",8,38.7,35.5
"4279",4279,"POVI_32","2019-01-26",9,42.5,36.5
"4280",4280,"POVI_32","2019-01-26",10,42,39.5
"4281",4281,"POVI_32","2019-01-26",11,42,39.5
"4282",4282,"POVI_32","2019-01-26",12,42,39
"4283",4283,"POVI_32","2019-01-26",13,42,39
"4284",4284,"POVI_32","2019-01-26",14,42.4,39
"4285",4285,"POVI_39","2019-01-22",10,36.9,35
"4286",4286,"POVI_39","2019-01-22",11,37.3,35
"4287",4287,"POVI_39","2019-01-22",12,37.7,35.5
"4288",4288,"POVI_39","2019-01-22",13,38.2,35.5
"4289",4289,"POVI_39","2019-01-22",14,38.3,36
"4290",4290,"POVI_39","2019-01-22",15,38.3,36
"4291",4291,"POVI_39","2019-01-22",16,38.8,36.5
"4292",4292,"POVI_39","2019-01-22",17,38.8,36.5
"4293",4293,"POVI_39","2019-01-22",18,40.5,36.5
"4294",4294,"POVI_39","2019-01-22",19,38.5,39.5
"4295",4295,"POVI_39","2019-01-22",20,36.6,38
"4296",4296,"POVI_39","2019-01-22",21,35.1,36
"4297",4297,"POVI_39","2019-01-22",22,35,34.5
"4298",4298,"POVI_39","2019-01-22",23,35.5,34
"4299",4299,"POVI_39","2019-01-23",0,35.1,34.5
"4300",4300,"POVI_39","2019-01-23",1,34.5,34
"4301",4301,"POVI_39","2019-01-23",2,34.5,33.5
"4302",4302,"POVI_39","2019-01-23",3,33.8,33
"4303",4303,"POVI_39","2019-01-23",4,33.3,33
"4304",4304,"POVI_39","2019-01-23",5,32.9,32
"4305",4305,"POVI_39","2019-01-23",6,36.8,32
"4306",4306,"POVI_39","2019-01-23",7,36.9,34
"4307",4307,"POVI_39","2019-01-23",8,36.7,34.5
"4308",4308,"POVI_39","2019-01-23",9,36.7,35
"4309",4309,"POVI_39","2019-01-23",10,37.1,35
"4310",4310,"POVI_39","2019-01-23",11,37.5,35
"4311",4311,"POVI_39","2019-01-23",12,37.8,35.5
"4312",4312,"POVI_39","2019-01-23",13,38.7,35.5
"4313",4313,"POVI_39","2019-01-23",14,38.8,36.5
"4314",4314,"POVI_39","2019-01-23",15,39,36.5
"4315",4315,"POVI_39","2019-01-23",16,39.3,37
"4316",4316,"POVI_39","2019-01-23",17,32.4,37
"4317",4317,"POVI_39","2019-01-23",18,34.6,32
"4318",4318,"POVI_39","2019-01-23",19,34.6,33.5
