"","X","POVI","Date","HR","Tb_predict","Tb_obs"
"2135",2135,"POVI_29","2019-01-26",13,40.9,36.5
"2136",2136,"POVI_29","2019-01-26",14,41,37
"2137",2137,"POVI_29","2019-01-26",15,40.7,37
"2138",2138,"POVI_29","2019-01-26",16,40.7,37
"2139",2139,"POVI_29","2019-01-26",17,40.9,36.5
"2140",2140,"POVI_29","2019-01-26",18,40.8,37
"2141",2141,"POVI_29","2019-01-26",19,40.4,37
"2142",2142,"POVI_29","2019-01-26",20,39.4,38
"2143",2143,"POVI_29","2019-01-26",21,36.2,37
"2144",2144,"POVI_29","2019-01-26",22,35.1,35
"2145",2145,"POVI_29","2019-01-26",23,35.8,33.5
"2146",2146,"POVI_29","2019-01-27",0,36.2,33.5
"2147",2147,"POVI_29","2019-01-27",1,35.9,34
"2148",2148,"POVI_29","2019-01-27",2,35.1,33.5
"2149",2149,"POVI_29","2019-01-27",3,34.6,33
"2150",2150,"POVI_29","2019-01-27",4,33.9,32.5
"2151",2151,"POVI_29","2019-01-27",5,33.5,31.5
"2152",2152,"POVI_29","2019-01-27",6,34.5,31
"2153",2153,"POVI_29","2019-01-27",7,36,32
"2154",2154,"POVI_29","2019-01-27",8,36.6,33.5
"2155",2155,"POVI_29","2019-01-27",9,37.2,33.5
"2156",2156,"POVI_29","2019-01-27",10,38,34
"2157",2157,"POVI_29","2019-01-27",11,38.4,34.5
"2158",2158,"POVI_29","2019-01-27",12,39.3,35
"2159",2159,"POVI_29","2019-01-27",13,39.7,35.5
"2160",2160,"POVI_29","2019-01-27",14,40.3,36
"2161",2161,"POVI_29","2019-01-27",15,40.4,36
"2162",2162,"POVI_29","2019-01-27",16,40.9,36.5
"2163",2163,"POVI_29","2019-01-27",17,40.3,36.5
"2164",2164,"POVI_29","2019-01-27",18,40.6,36.5
"2165",2165,"POVI_29","2019-01-27",19,38.2,37.5
"2166",2166,"POVI_29","2019-01-27",20,37.2,36.5
"2167",2167,"POVI_29","2019-01-27",21,36.1,35.5
"2168",2168,"POVI_29","2019-01-27",22,35.9,34.5
"2169",2169,"POVI_29","2019-01-27",23,34.7,34
"2170",2170,"POVI_29","2019-01-28",0,32.9,32.5
"2171",2171,"POVI_29","2019-01-28",1,30.7,31
"2172",2172,"POVI_29","2019-01-28",2,28.8,29
"2173",2173,"POVI_29","2019-01-28",3,27.7,27.5
"2174",2174,"POVI_29","2019-01-28",4,27.9,26
"2175",2175,"POVI_29","2019-01-28",5,29.4,26.5
"2176",2176,"POVI_29","2019-01-28",6,36.1,28
"2177",2177,"POVI_29","2019-01-28",7,36,32.5
"2178",2178,"POVI_29","2019-01-28",8,36.2,33
"2179",2179,"POVI_29","2019-01-28",9,36.9,33.5
"2180",2180,"POVI_29","2019-01-28",10,38.2,34
"2181",2181,"POVI_29","2019-01-28",11,39.1,34.5
"2182",2182,"POVI_29","2019-01-28",12,39.8,35
"2183",2183,"POVI_29","2019-01-28",13,40.1,35.5
"2184",2184,"POVI_29","2019-01-28",14,41.7,36
"2185",2185,"POVI_29","2019-01-28",15,42.4,37
"2186",2186,"POVI_29","2019-01-28",16,41.9,37
"2187",2187,"POVI_29","2019-01-28",17,40.9,37.5
"2188",2188,"POVI_29","2019-01-28",18,40.2,37
"2189",2189,"POVI_29","2019-01-28",19,37.9,38
"2190",2190,"POVI_29","2019-01-28",20,36.4,36.5
"2191",2191,"POVI_29","2019-01-28",21,34.9,35
"2192",2192,"POVI_29","2019-01-28",22,34.2,33.5
"2193",2193,"POVI_29","2019-01-28",23,33.1,33
"2194",2194,"POVI_29","2019-01-29",0,33.5,31.5
"2195",2195,"POVI_29","2019-01-29",1,33.1,31.5
"2196",2196,"POVI_29","2019-01-29",2,32.7,31
"2197",2197,"POVI_29","2019-01-29",3,31.4,30.5
"2198",2198,"POVI_29","2019-01-29",4,30.8,29.5
"2199",2199,"POVI_29","2019-01-29",5,29.8,29
"2200",2200,"POVI_29","2019-01-29",6,32.3,28
"2201",2201,"POVI_29","2019-01-29",7,35,30
"2202",2202,"POVI_29","2019-01-29",8,36.2,33
"2203",2203,"POVI_29","2019-01-29",9,36.7,34
"2204",2204,"POVI_29","2019-01-29",10,37.4,34
"2205",2205,"POVI_29","2019-01-29",11,38.4,34.5
"2206",2206,"POVI_29","2019-01-29",12,38.9,35
"2207",2207,"POVI_29","2019-01-29",13,39.8,35.5
"2208",2208,"POVI_29","2019-01-29",14,41.1,36
"2209",2209,"POVI_29","2019-01-29",15,40.6,36.5
"2210",2210,"POVI_29","2019-01-29",16,39.9,37
"2211",2211,"POVI_29","2019-01-29",17,38.5,36.5
"2212",2212,"POVI_29","2019-01-29",18,37.1,35.5
"2213",2213,"POVI_29","2019-01-29",19,35.4,34.5
"2214",2214,"POVI_29","2019-01-29",20,34.6,33
"2215",2215,"POVI_29","2019-01-29",21,33.1,32
"2216",2216,"POVI_29","2019-01-29",22,31.7,31
"2217",2217,"POVI_29","2019-01-29",23,31.7,30
"2218",2218,"POVI_29","2019-01-30",0,32.7,29.5
"2219",2219,"POVI_29","2019-01-30",1,26.8,30
"2220",2220,"POVI_29","2019-01-30",2,28.2,26
"2221",2221,"POVI_29","2019-01-30",3,28.9,26.5
"2222",2222,"POVI_29","2019-01-30",4,29.3,27
"2223",2223,"POVI_29","2019-01-30",5,29.3,27
"2224",2224,"POVI_29","2019-01-30",6,31.2,27.5
"2225",2225,"POVI_29","2019-01-30",7,33.7,29
"2226",2226,"POVI_29","2019-01-30",8,34.3,30.5
"2227",2227,"POVI_29","2019-01-30",9,40.2,32
"2228",2228,"POVI_29","2019-01-30",10,33.1,35.5
"2229",2229,"POVI_29","2019-01-30",11,40.9,32
"2230",2230,"POVI_29","2019-01-30",12,41.8,36
"2231",2231,"POVI_29","2019-01-30",13,38.3,38
"2232",2232,"POVI_29","2019-01-30",14,34.6,35.5
"2233",2233,"POVI_29","2019-01-30",15,35.1,32.5
"2234",2234,"POVI_29","2019-01-30",16,34.5,32.5
"2235",2235,"POVI_29","2019-01-30",17,32.4,32
"2236",2236,"POVI_29","2019-01-30",18,31,30
"2237",2237,"POVI_29","2019-01-30",19,29.1,29
"2238",2238,"POVI_29","2019-01-30",20,23.2,27
"2239",2239,"POVI_29","2019-01-30",21,25.7,23
"2240",2240,"POVI_29","2019-01-30",22,25.4,24
"2241",2241,"POVI_29","2019-01-30",23,22.7,24
"2242",2242,"POVI_29","2019-01-31",0,22.1,21.5
"2243",2243,"POVI_29","2019-01-31",1,22.8,20.5
"2244",2244,"POVI_29","2019-01-31",2,23.4,21
"2245",2245,"POVI_29","2019-01-31",3,23.1,21.5
"2246",2246,"POVI_29","2019-01-31",4,22.8,21.5
"2247",2247,"POVI_29","2019-01-31",5,22.8,21
"2248",2248,"POVI_29","2019-01-31",6,23.1,21
"2249",2249,"POVI_29","2019-01-31",7,24.6,21.5
"2250",2250,"POVI_29","2019-01-31",8,28.4,22.5
"2251",2251,"POVI_29","2019-01-31",9,32.6,25.5
"2252",2252,"POVI_29","2019-01-31",10,41.7,29
"2253",2253,"POVI_29","2019-01-31",11,41.9,35
"2254",2254,"POVI_29","2019-01-31",12,38.5,36.5
"2255",2255,"POVI_29","2019-01-31",13,38.8,35
"2256",2256,"POVI_29","2019-01-31",14,38.2,34.5
"2257",2257,"POVI_29","2019-01-31",15,38.9,34.5
"2258",2258,"POVI_29","2019-01-31",16,37.7,36.5
"2259",2259,"POVI_29","2019-01-31",17,34.4,34.5
"2260",2260,"POVI_29","2019-01-31",18,32.6,32
"2261",2261,"POVI_29","2019-01-31",19,31.4,30.5
"2262",2262,"POVI_29","2019-01-31",20,30.4,29.5
"2263",2263,"POVI_29","2019-01-31",21,29.1,28.5
"2264",2264,"POVI_29","2019-01-31",22,28.7,27.5
"2265",2265,"POVI_29","2019-01-31",23,28.7,27
"2266",2266,"POVI_29","2019-02-01",0,27.8,27
"2267",2267,"POVI_29","2019-02-01",1,27.6,26
"2268",2268,"POVI_29","2019-02-01",2,28.1,25.5
"2269",2269,"POVI_29","2019-02-01",3,27.7,26
"2270",2270,"POVI_29","2019-02-01",4,27.7,26
"2271",2271,"POVI_29","2019-02-01",5,27.7,26
"2272",2272,"POVI_29","2019-02-01",6,28.5,25.5
"2273",2273,"POVI_29","2019-02-01",7,30.4,26.5
"2274",2274,"POVI_29","2019-02-01",8,32.8,28
"2275",2275,"POVI_29","2019-02-01",9,41.3,30
"2276",2276,"POVI_29","2019-02-01",10,39.1,36
"2277",2277,"POVI_29","2019-02-01",11,40.5,36
"2278",2278,"POVI_29","2019-02-01",12,38.3,37
"2279",2279,"POVI_29","2019-02-01",13,39.8,36
"2280",2280,"POVI_29","2019-02-01",14,40,37
"2281",2281,"POVI_29","2019-02-01",15,41.7,37
"2282",2282,"POVI_29","2019-02-01",16,39.4,38.5
"2283",2283,"POVI_29","2019-02-01",17,38.3,37
"2284",2284,"POVI_29","2019-02-01",18,36.9,36
"2285",2285,"POVI_29","2019-02-01",19,35,35
"2286",2286,"POVI_29","2019-02-01",20,34.8,33.5
"2287",2287,"POVI_29","2019-02-01",21,34.6,32.5
"2288",2288,"POVI_29","2019-02-01",22,34,32.5
"2289",2289,"POVI_29","2019-02-01",23,33.1,32
"2290",2290,"POVI_29","2019-02-02",0,32,31
"2291",2291,"POVI_29","2019-02-02",1,31.4,30
"2292",2292,"POVI_29","2019-02-02",2,30.2,29.5
"2293",2293,"POVI_29","2019-02-02",3,28.8,28.5
"2294",2294,"POVI_29","2019-02-02",4,28.2,27.5
"2295",2295,"POVI_29","2019-02-02",5,28.3,26.5
"2296",2296,"POVI_29","2019-02-02",6,30.5,26.5
"2297",2297,"POVI_29","2019-02-02",7,38,28
"2298",2298,"POVI_29","2019-02-02",8,39,34.5
"2299",2299,"POVI_29","2019-02-02",9,36.9,35
"2300",2300,"POVI_29","2019-02-02",10,37.3,34.5
"2301",2301,"POVI_29","2019-02-02",11,38.8,34.5
"2302",2302,"POVI_29","2019-02-02",12,41,35.5
"2303",2303,"POVI_29","2019-02-02",13,40,37
"2304",2304,"POVI_29","2019-02-02",14,39.4,36.5
"2305",2305,"POVI_29","2019-02-02",15,39.1,36
"2306",2306,"POVI_29","2019-02-02",16,38.5,36
"2307",2307,"POVI_29","2019-02-02",17,37.7,35.5
"2308",2308,"POVI_29","2019-02-02",18,36.2,35.5
"2309",2309,"POVI_29","2019-02-02",19,35.1,34
"2310",2310,"POVI_29","2019-02-02",20,34.9,33
"2311",2311,"POVI_29","2019-02-02",21,33.5,32
"2312",2312,"POVI_29","2019-02-02",22,33,31
"2313",2313,"POVI_29","2019-02-02",23,31.8,30.5
"2314",2314,"POVI_29","2019-02-03",0,30.9,29.5
"2315",2315,"POVI_29","2019-02-03",1,30.8,28.5
"2316",2316,"POVI_29","2019-02-03",2,30.3,28.5
"2317",2317,"POVI_29","2019-02-03",3,29.7,28
"2318",2318,"POVI_29","2019-02-03",4,28.9,27.5
"2319",2319,"POVI_29","2019-02-03",5,28.7,27
"2320",2320,"POVI_29","2019-02-03",6,30.8,26.5
"2321",2321,"POVI_29","2019-02-03",7,32.8,28
"2322",2322,"POVI_29","2019-02-03",8,35.8,30.5
"2323",2323,"POVI_29","2019-02-03",9,36.9,33.5
"2324",2324,"POVI_29","2019-02-03",10,38,34
"2325",2325,"POVI_29","2019-02-03",11,38.2,35
"2326",2326,"POVI_29","2019-02-03",12,40.8,35
"2327",2327,"POVI_29","2019-02-03",13,39.7,37.5
"2328",2328,"POVI_29","2019-02-03",14,40.1,36
"2329",2329,"POVI_29","2019-02-03",15,39.8,37
"2330",2330,"POVI_29","2019-02-03",16,39.7,37
"2331",2331,"POVI_29","2019-02-03",17,38.6,36.5
"2332",2332,"POVI_29","2019-02-03",18,37.2,36
"2333",2333,"POVI_29","2019-02-03",19,35.6,34.5
"2334",2334,"POVI_29","2019-02-03",20,34.6,33.5
"2335",2335,"POVI_29","2019-02-03",21,33.1,32.5
"2336",2336,"POVI_29","2019-02-03",22,32.3,31.5
"2337",2337,"POVI_29","2019-02-03",23,31,30.5
"2338",2338,"POVI_29","2019-02-04",0,30.4,29.5
"2339",2339,"POVI_29","2019-02-04",1,30,29
"2340",2340,"POVI_29","2019-02-04",2,29,28
"2341",2341,"POVI_29","2019-02-04",3,28,27.5
"2342",2342,"POVI_29","2019-02-04",4,28.2,26.5
"2343",2343,"POVI_29","2019-02-04",5,28.3,26.5
"2344",2344,"POVI_29","2019-02-04",6,29.9,26.5
"2345",2345,"POVI_29","2019-02-04",7,34.1,27.5
"2346",2346,"POVI_29","2019-02-04",8,34.7,30.5
"2347",2347,"POVI_29","2019-02-04",9,35.8,31
"2348",2348,"POVI_29","2019-02-04",10,37,32.5
"2349",2349,"POVI_29","2019-02-04",11,38.2,34
"2350",2350,"POVI_29","2019-02-04",12,40.5,35
"2351",2351,"POVI_29","2019-02-04",13,39.9,36.5
"2352",2352,"POVI_29","2019-02-04",14,39.6,36.5
"2353",2353,"POVI_29","2019-02-04",15,39.8,37
"2354",2354,"POVI_29","2019-02-04",16,39.7,37
"2355",2355,"POVI_29","2019-02-04",17,38.9,36.5
"2356",2356,"POVI_29","2019-02-04",18,36.8,37
"2357",2357,"POVI_29","2019-02-04",19,34.5,35
"2358",2358,"POVI_29","2019-02-04",20,33.3,33
"2359",2359,"POVI_29","2019-02-04",21,32.2,31.5
"2360",2360,"POVI_29","2019-02-04",22,31.5,30.5
"2361",2361,"POVI_29","2019-02-04",23,30.9,30
"2362",2362,"POVI_29","2019-02-05",0,30.3,29.5
"2363",2363,"POVI_29","2019-02-05",1,29.7,28.5
"2364",2364,"POVI_29","2019-02-05",2,29,28
"2365",2365,"POVI_29","2019-02-05",3,28.8,27
"2366",2366,"POVI_29","2019-02-05",4,28.5,27
"2367",2367,"POVI_29","2019-02-05",5,28.2,26.5
"2368",2368,"POVI_29","2019-02-05",6,30.3,26
"2369",2369,"POVI_29","2019-02-05",7,34.6,28
"2370",2370,"POVI_29","2019-02-05",8,40.9,31.5
"2371",2371,"POVI_29","2019-02-05",9,37.9,36.5
"2372",2372,"POVI_29","2019-02-05",10,37.2,35
"2373",2373,"POVI_29","2019-02-05",11,38.6,34
"2374",2374,"POVI_29","2019-02-05",12,39.3,35.5
"2375",2375,"POVI_29","2019-02-05",13,40.8,36
"2376",2376,"POVI_29","2019-02-05",14,40.3,37.5
"2377",2377,"POVI_29","2019-02-05",15,40,37.5
"2378",2378,"POVI_29","2019-02-05",16,39.9,36.5
"2379",2379,"POVI_29","2019-02-05",17,38.3,37.5
"2380",2380,"POVI_29","2019-02-05",18,36.3,36
"2381",2381,"POVI_29","2019-02-05",19,34.9,34
"2382",2382,"POVI_29","2019-02-05",20,34.4,33
"2383",2383,"POVI_29","2019-02-05",21,33.9,32
"2384",2384,"POVI_29","2019-02-05",22,33.4,31.5
"2385",2385,"POVI_29","2019-02-05",23,32.8,31
"2386",2386,"POVI_29","2019-02-06",0,32.5,30.5
"2387",2387,"POVI_29","2019-02-06",1,31.4,30
"2388",2388,"POVI_29","2019-02-06",2,31.2,29.5
"2389",2389,"POVI_29","2019-02-06",3,30.8,29
"2390",2390,"POVI_29","2019-02-06",4,30.8,28.5
"2391",2391,"POVI_29","2019-02-06",5,30.3,28.5
"2392",2392,"POVI_29","2019-02-06",6,31.9,28
"2393",2393,"POVI_29","2019-02-06",7,34.1,29.5
"2394",2394,"POVI_29","2019-02-06",8,35.7,31.5
"2395",2395,"POVI_29","2019-02-06",9,41.8,33
"2396",2396,"POVI_29","2019-02-06",10,39,37.5
"2397",2397,"POVI_29","2019-02-06",11,39.7,35
"2398",2398,"POVI_29","2019-02-06",12,38.3,35.5
"2399",2399,"POVI_29","2019-02-06",13,40.5,35.5
"2400",2400,"POVI_29","2019-02-06",14,41,37.5
"2401",2401,"POVI_29","2019-02-06",15,42,38
"2402",2402,"POVI_29","2019-02-06",16,42.1,38.5
"2403",2403,"POVI_29","2019-02-06",17,36.4,39
"2404",2404,"POVI_29","2019-02-06",18,34.3,34.5
"2405",2405,"POVI_29","2019-02-06",19,32.8,32
"2406",2406,"POVI_29","2019-02-06",20,32.2,30.5
"2407",2407,"POVI_29","2019-02-06",21,31.3,30
"2408",2408,"POVI_29","2019-02-06",22,31.4,29.5
"2409",2409,"POVI_29","2019-02-06",23,31.3,29.5
"2410",2410,"POVI_29","2019-02-07",0,31.4,29
"2411",2411,"POVI_29","2019-02-07",1,31.7,29
"2412",2412,"POVI_29","2019-02-07",2,30.4,29.5
"2413",2413,"POVI_29","2019-02-07",3,24.6,28.5
"2414",2414,"POVI_29","2019-02-07",4,27.3,23
"2415",2415,"POVI_29","2019-02-07",5,28.7,25
"2416",2416,"POVI_29","2019-02-07",6,29.2,26.5
"2417",2417,"POVI_29","2019-02-07",7,30.7,27
"2418",2418,"POVI_29","2019-02-07",8,33.6,28.5
"2419",2419,"POVI_29","2019-02-07",9,39,30.5
"2420",2420,"POVI_29","2019-02-07",10,39.9,34.5
"2421",2421,"POVI_29","2019-02-07",11,40.6,36.5
"2422",2422,"POVI_29","2019-02-07",12,41,37
"2423",2423,"POVI_29","2019-02-07",13,39.5,37.5
"2424",2424,"POVI_29","2019-02-07",14,39.5,36.5
"2425",2425,"POVI_29","2019-02-07",15,39.2,37
"2426",2426,"POVI_29","2019-02-07",16,39.3,36
"2427",2427,"POVI_29","2019-02-07",17,38.3,36
"2428",2428,"POVI_29","2019-02-07",18,36.1,36
"2429",2429,"POVI_29","2019-02-07",19,34.5,34.5
"2430",2430,"POVI_29","2019-02-07",20,32.3,32.5
"2431",2431,"POVI_29","2019-02-07",21,30.2,30.5
"2432",2432,"POVI_29","2019-02-07",22,28.6,29
"2433",2433,"POVI_29","2019-02-07",23,27.9,27
"2434",2434,"POVI_29","2019-02-08",0,27.2,26
"2435",2435,"POVI_29","2019-02-08",1,25.9,25.5
"2436",2436,"POVI_29","2019-02-08",2,24.9,24.5
"2437",2437,"POVI_29","2019-02-08",3,24,23.5
"2438",2438,"POVI_29","2019-02-08",4,22.9,22.5
"2439",2439,"POVI_29","2019-02-08",5,22.3,22
"2440",2440,"POVI_29","2019-02-08",6,32.8,21
"2441",2441,"POVI_29","2019-02-08",7,36.2,28
"2442",2442,"POVI_29","2019-02-08",8,36.5,32.5
"2443",2443,"POVI_29","2019-02-08",9,36.8,33
"2444",2444,"POVI_29","2019-02-08",10,39.1,34.5
"2445",2445,"POVI_29","2019-02-08",11,40.5,35.5
"2446",2446,"POVI_29","2019-02-08",12,39.8,36.5
"2447",2447,"POVI_29","2019-02-08",13,40.5,37.5
"2448",2448,"POVI_29","2019-02-08",14,41.2,38
"2449",2449,"POVI_29","2019-02-08",15,42.2,39
"2450",2450,"POVI_29","2019-02-08",16,41.6,39.5
"2451",2451,"POVI_29","2019-02-08",17,40.8,39
"2452",2452,"POVI_29","2019-02-08",18,37.7,38
"2453",2453,"POVI_29","2019-02-08",19,35.1,36
"2454",2454,"POVI_29","2019-02-08",20,32.9,34
"2455",2455,"POVI_29","2019-02-08",21,30.3,31.5
"2456",2456,"POVI_29","2019-02-08",22,29.3,29.5
"2457",2457,"POVI_29","2019-02-08",23,30.7,28
"2458",2458,"POVI_29","2019-02-09",0,31.3,28.5
"2459",2459,"POVI_29","2019-02-09",1,30.3,29
"2460",2460,"POVI_29","2019-02-09",2,30,28.5
"2461",2461,"POVI_29","2019-02-09",3,29.3,28
"2462",2462,"POVI_29","2019-02-09",4,28.9,27.5
"2463",2463,"POVI_29","2019-02-09",5,27.6,27
"2464",2464,"POVI_29","2019-02-09",6,30.5,25.5
"2465",2465,"POVI_29","2019-02-09",7,38.2,28
"2466",2466,"POVI_29","2019-02-09",8,40.2,35
"2467",2467,"POVI_29","2019-02-09",9,38.1,36.5
"2468",2468,"POVI_29","2019-02-09",10,39.5,35.5
"2469",2469,"POVI_29","2019-02-09",11,38.8,37.5
"2470",2470,"POVI_29","2019-02-09",12,39.1,36.5
"2471",2471,"POVI_29","2019-02-09",13,39.5,36.5
"2472",2472,"POVI_29","2019-02-09",14,40.3,36.5
"2473",2473,"POVI_29","2019-02-09",15,40.8,37
"2474",2474,"POVI_29","2019-02-09",16,41,37.5
"2475",2475,"POVI_29","2019-02-09",17,37.5,38
"2476",2476,"POVI_29","2019-02-09",18,34.4,35.5
"2477",2477,"POVI_29","2019-02-09",19,32.3,32.5
"2478",2478,"POVI_29","2019-02-09",20,30.4,30.5
"2479",2479,"POVI_29","2019-02-09",21,29,29
"2480",2480,"POVI_29","2019-02-09",22,27.7,27.5
"2481",2481,"POVI_29","2019-02-09",23,26.6,26.5
"2482",2482,"POVI_29","2019-02-10",0,24.6,25
"2483",2483,"POVI_29","2019-02-10",1,23.3,23.5
"2484",2484,"POVI_29","2019-02-10",2,23.6,22.5
"2485",2485,"POVI_29","2019-02-10",3,22.9,22
"2486",2486,"POVI_29","2019-02-10",4,21.9,21.5
"2487",2487,"POVI_29","2019-02-10",5,20.8,21
"2488",2488,"POVI_29","2019-02-10",6,25.4,20
"2489",2489,"POVI_29","2019-02-10",7,28.5,24.5
"2490",2490,"POVI_29","2019-02-10",8,30.5,27.5
"2491",2491,"POVI_29","2019-02-10",9,32.3,29
"2492",2492,"POVI_29","2019-02-10",10,33.6,30.5
"2493",2493,"POVI_29","2019-02-10",11,34.5,31.5
"2494",2494,"POVI_29","2019-02-10",12,35.3,32
"2495",2495,"POVI_29","2019-02-10",13,36.1,32.5
"2496",2496,"POVI_29","2019-02-10",14,37.1,33.5
"2497",2497,"POVI_29","2019-02-10",15,37.6,34
"2498",2498,"POVI_29","2019-02-10",16,38.3,35
"2499",2499,"POVI_29","2019-02-10",17,36.3,35.5
"2500",2500,"POVI_29","2019-02-10",18,33.7,35
"2501",2501,"POVI_29","2019-02-10",19,29.2,32.5
"2502",2502,"POVI_29","2019-02-10",20,26.7,29.5
"2503",2503,"POVI_29","2019-02-10",21,26.2,27
"2504",2504,"POVI_29","2019-02-10",22,25.3,26.5
"2505",2505,"POVI_29","2019-02-10",23,24.3,25.5
"2506",2506,"POVI_29","2019-02-11",0,20.6,24.5
"2507",2507,"POVI_29","2019-02-11",1,18.4,22
"2508",2508,"POVI_29","2019-02-11",2,16.9,19.5
"2509",2509,"POVI_29","2019-02-11",3,15.7,18
"2510",2510,"POVI_29","2019-02-11",4,15,17
"2511",2511,"POVI_29","2019-02-11",5,14.2,16
"2512",2512,"POVI_29","2019-02-11",6,16,15
"2513",2513,"POVI_29","2019-02-11",7,22.9,15
"2514",2514,"POVI_29","2019-02-11",8,36.6,19.5
"2515",2515,"POVI_29","2019-02-11",9,35.6,28.5
"2516",2516,"POVI_29","2019-02-11",10,36,33.5
"2517",2517,"POVI_29","2019-02-11",11,37.2,33
"2518",2518,"POVI_29","2019-02-11",12,40.2,36.5
"2519",2519,"POVI_29","2019-02-11",13,41,38
"2520",2520,"POVI_29","2019-02-11",14,40.5,37.5
"2521",2521,"POVI_29","2019-02-11",15,41.4,37
"2522",2522,"POVI_29","2019-02-11",16,40.9,37
"2523",2523,"POVI_29","2019-02-11",17,39.3,37.5
"2524",2524,"POVI_29","2019-02-11",18,36,37.5
"2525",2525,"POVI_29","2019-02-11",19,30.8,34.5
"2526",2526,"POVI_29","2019-02-11",20,27.2,30
"2527",2527,"POVI_29","2019-02-11",21,24.4,26.5
"2528",2528,"POVI_29","2019-02-11",22,22.3,23.5
"2529",2529,"POVI_29","2019-02-11",23,20.9,21.5
"2530",2530,"POVI_29","2019-02-12",0,19.9,20
"2531",2531,"POVI_29","2019-02-12",1,19.3,19
"2532",2532,"POVI_29","2019-02-12",2,18.3,18
"2533",2533,"POVI_29","2019-02-12",3,17.9,17.5
"2534",2534,"POVI_29","2019-02-12",4,16.8,17
"2535",2535,"POVI_29","2019-02-12",5,16.6,16
"2536",2536,"POVI_29","2019-02-12",6,18.8,15.5
"2537",2537,"POVI_29","2019-02-12",7,26.6,16.5
"2538",2538,"POVI_29","2019-02-12",8,34.1,24.5
"2539",2539,"POVI_29","2019-02-12",9,34.6,32.5
"2540",2540,"POVI_29","2019-02-12",10,34.7,32.5
"2541",2541,"POVI_29","2019-02-12",11,35.3,32.5
"2542",2542,"POVI_29","2019-02-12",12,36.2,33
"2543",2543,"POVI_29","2019-02-12",13,37.7,34
"2544",2544,"POVI_29","2019-02-12",14,38.4,34.5
"2545",2545,"POVI_29","2019-02-12",15,39.7,35.5
"2546",2546,"POVI_29","2019-02-12",16,41,36.5
"2547",2547,"POVI_29","2019-02-12",17,41.3,37.5
"2548",2548,"POVI_29","2019-02-12",18,37.4,38.5
"2549",2549,"POVI_29","2019-02-12",19,34.8,37
"2550",2550,"POVI_29","2019-02-12",20,31.2,34
"2551",2551,"POVI_29","2019-02-12",21,28.1,31
"2552",2552,"POVI_29","2019-02-12",22,27.8,28
"2553",2553,"POVI_29","2019-02-12",23,27.7,27.5
"2554",2554,"POVI_29","2019-02-13",0,27.1,27
"2555",2555,"POVI_29","2019-02-13",1,30.6,26.5
"2556",2556,"POVI_29","2019-02-13",2,31.5,28.5
"2557",2557,"POVI_29","2019-02-13",3,31.3,29.5
"2558",2558,"POVI_29","2019-02-13",4,31.3,29.5
"2559",2559,"POVI_29","2019-02-13",5,27.8,29
"2560",2560,"POVI_29","2019-02-13",6,26.6,26
"2561",2561,"POVI_29","2019-02-13",7,27.1,24.5
"2562",2562,"POVI_29","2019-02-13",8,29.5,25
"2563",2563,"POVI_29","2019-02-13",9,33.3,27.5
"2564",2564,"POVI_29","2019-02-13",10,34.3,31.5
"2565",2565,"POVI_29","2019-02-13",11,35.3,32.5
"2566",2566,"POVI_29","2019-02-13",12,36.7,32.5
"2567",2567,"POVI_29","2019-02-13",13,38.8,33.5
"2568",2568,"POVI_29","2019-02-13",14,38.5,35.5
"2569",2569,"POVI_29","2019-02-13",15,38.3,36.5
"2570",2570,"POVI_29","2019-02-13",16,36.9,36
"2571",2571,"POVI_29","2019-02-13",17,34.9,34.5
"2572",2572,"POVI_29","2019-02-13",18,31.5,33
"2573",2573,"POVI_29","2019-02-13",19,28.6,29.5
"2574",2574,"POVI_29","2019-02-13",20,27.1,27
"2575",2575,"POVI_29","2019-02-13",21,25.3,25
"2576",2576,"POVI_29","2019-02-13",22,24.2,24
"2577",2577,"POVI_29","2019-02-13",23,22.9,22.5
"2578",2578,"POVI_29","2019-02-14",0,22,21.5
"2579",2579,"POVI_29","2019-02-14",1,21.4,21
"2580",2580,"POVI_29","2019-02-14",2,20.5,20
"2581",2581,"POVI_29","2019-02-14",3,19.4,19.5
"2582",2582,"POVI_29","2019-02-14",4,18.2,18.5
"2583",2583,"POVI_29","2019-02-14",5,17.2,17.5
"2584",2584,"POVI_29","2019-02-14",6,19.2,16.5
"2585",2585,"POVI_29","2019-02-14",7,21.9,17.5
"2586",2586,"POVI_29","2019-02-14",8,36.4,19.5
"2587",2587,"POVI_29","2019-02-14",9,29.2,30
"2588",2588,"POVI_29","2019-02-14",10,31,30
"2589",2589,"POVI_29","2019-02-14",11,33.8,30
"2590",2590,"POVI_29","2019-02-14",12,35.3,32
"2591",2591,"POVI_29","2019-02-14",13,41.8,33.5
"2592",2592,"POVI_29","2019-02-14",14,37.3,35
"2593",2593,"POVI_29","2019-02-14",15,36.2,35.5
"2594",2594,"POVI_29","2019-02-14",16,35.5,34
"2595",2595,"POVI_29","2019-02-14",17,34.5,33
"2596",2596,"POVI_29","2019-02-14",18,30.7,32
"2597",2597,"POVI_29","2019-02-14",19,26.1,30.5
"2598",2598,"POVI_29","2019-02-14",20,23.4,27.5
"2599",2599,"POVI_29","2019-02-14",21,21.1,25
"2600",2600,"POVI_29","2019-02-14",22,19.8,23
"2601",2601,"POVI_29","2019-02-14",23,18.9,21.5
